r_1,q_1,x_1,r_2,q_2,x_2,T,gamma_1,gamma_2
9.9262,8.296,0.32,5.8486,4.936,0.68,413.375,0.021409179,0.011365171
9.9262,8.296,0.33,5.8486,4.936,0.67,413.956,0.020224107,0.011839634
9.9262,8.296,0.34,5.8486,4.936,0.66,414.548,0.019106306,0.012313872
9.9262,8.296,0.35,5.8486,4.936,0.65,415.152,0.018026541,0.012778012
9.9262,8.296,0.36,5.8486,4.936,0.64,415.767,0.016994767,0.013232069
9.9262,8.296,0.37,5.8486,4.936,0.63,416.395,0.016020976,0.013685919
9.9262,8.296,0.38,5.8486,4.936,0.62,417.035,0.015075787,0.014129704
9.9262,8.296,0.39,5.8486,4.936,0.61,417.688,0.01418886,0.014573292
9.9262,8.296,0.4,5.8486,4.936,0.6,418.355,0.013330749,0.015006832
9.9262,8.296,0.41,5.8486,4.936,0.59,419.036,0.012521281,0.015430338
9.9262,8.296,0.42,5.8486,4.936,0.58,419.731,0.011750689,0.015843821
9.9262,8.296,0.43,5.8486,4.936,0.57,420.442,0.011009176,0.016247295
9.9262,8.296,0.44,5.8486,4.936,0.56,421.169,0.010306703,0.016640771
9.9262,8.296,0.45,5.8486,4.936,0.55,421.912,0.009643353,0.017034093
9.9262,8.296,0.46,5.8486,4.936,0.54,422.672,0.009009294,0.017407605
9.9262,8.296,0.47,5.8486,4.936,0.53,423.45,0.008404582,0.017771153
9.9262,8.296,0.48,5.8486,4.936,0.52,424.246,0.007829271,0.01812475
9.9262,8.296,0.49,5.8486,4.936,0.51,425.061,0.007293339,0.018458587
9.9262,8.296,0.5,5.8486,4.936,0.5,425.897,0.006776984,0.018792313
9.9262,8.296,0.51,5.8486,4.936,0.49,426.753,0.006290175,0.019106306
9.9262,8.296,0.52,5.8486,4.936,0.48,427.631,0.005832955,0.019400586
9.9262,8.296,0.53,5.8486,4.936,0.47,428.532,0.005395419,0.019684973
9.9262,8.296,0.54,5.8486,4.936,0.46,429.456,0.004977591,0.019959478
9.9262,8.296,0.55,5.8486,4.936,0.45,430.405,0.004589452,0.020214307
9.9262,8.296,0.56,5.8486,4.936,0.44,431.38,0.004221079,0.020449477
9.9262,8.296,0.57,5.8486,4.936,0.43,432.383,0.003882454,0.020674796
9.9262,8.296,0.58,5.8486,4.936,0.42,433.413,0.003553678,0.020880478
9.9262,8.296,0.59,5.8486,4.936,0.41,434.474,0.00324473,0.021066534
9.9262,8.296,0.6,5.8486,4.936,0.4,435.565,0.002965598,0.021232976
9.9262,8.296,0.61,5.8486,4.936,0.39,436.69,0.002696362,0.021389603
9.9262,8.296,0.62,5.8486,4.936,0.38,437.849,0.002447004,0.021516843
9.9262,8.296,0.63,5.8486,4.936,0.37,439.044,0.002207562,0.021624496
9.9262,8.296,0.64,5.8486,4.936,0.36,440.277,0.001988023,0.021722352
9.9262,8.296,0.65,5.8486,4.936,0.35,441.55,0.0017884,0.021790846
9.9262,8.296,0.66,5.8486,4.936,0.34,442.865,0.001598721,0.021839767
9.9262,8.296,0.67,5.8486,4.936,0.33,444.226,0.001418993,0.021859334
9.9262,8.296,0.68,5.8486,4.936,0.32,445.633,0.001259207,0.021859334
9.9262,8.296,0.69,5.8486,4.936,0.31,447.09,0.001109384,0.021839767
9.9262,8.296,0.7,5.8486,4.936,0.3,448.599,0.00096953,0.021781061
9.9262,8.296,0.71,5.8486,4.936,0.29,450.165,0.000849639,0.021712567
9.9262,8.296,0.72,5.8486,4.936,0.28,451.789,0.000729734,0.021604924
9.9262,8.296,0.73,5.8486,4.936,0.27,453.476,0.000629802,0.021477694
9.9262,8.296,0.74,5.8486,4.936,0.26,455.23,0.00052986,0.021311293
9.9262,8.296,0.75,5.8486,4.936,0.25,457.054,0.000449899,0.021125282
9.9262,8.296,0.76,5.8486,4.936,0.24,458.952,0.000369932,0.020900064
9.9262,8.296,0.77,5.8486,4.936,0.23,460.931,0.000299955,0.020645409
9.9262,8.296,0.78,5.8486,4.936,0.22,462.994,0.000239971,0.020361295
9.9262,8.296,0.79,5.8486,4.936,0.21,465.147,0.000189982,0.020037894
9.9262,8.296,0.8,5.8486,4.936,0.2,467.395,0.00013999,0.019675168
9.9262,8.296,0.81,5.8486,4.936,0.19,469.745,9.9995e-05,0.019282884
9.9262,8.296,0.82,5.8486,4.936,0.18,472.202,6.9998e-05,0.018841381
9.9262,8.296,0.83,5.8486,4.936,0.17,474.774,3.9999e-05,0.018360411
9.9262,8.296,0.84,5.8486,4.936,0.16,477.467,2e-05,0.017839918
9.9262,8.296,0.85,5.8486,4.936,0.15,480.287,-3e-06,0.01727984
9.9262,8.296,0.86,5.8486,4.936,0.14,483.242,-1.7e-05,0.016670276
9.9262,8.296,0.87,5.8486,4.936,0.13,486.337,-2.7e-05,0.016011135
9.9262,8.296,0.88,5.8486,4.936,0.12,489.58,-3.4001e-05,0.01530232
9.9262,8.296,0.89,5.8486,4.936,0.11,492.974,-3.7001e-05,0.014553581
9.9262,8.296,0.9,5.8486,4.936,0.1,496.525,-3.8001e-05,0.013754965
9.9262,8.296,0.91,5.8486,4.936,0.09,500.235,-3.7001e-05,0.012906354
9.9262,8.296,0.92,5.8486,4.936,0.08,504.103,-3.4001e-05,0.012007619
9.9262,8.296,0.93,5.8486,4.936,0.07,508.13,-3e-05,0.011058627
9.9262,8.296,0.94,5.8486,4.936,0.06,512.307,-2.5e-05,0.010069136
9.9262,8.296,0.95,5.8486,4.936,0.05,516.629,-1.9e-05,0.009029115
9.9262,8.296,0.96,5.8486,4.936,0.04,521.081,-1.3e-05,0.007958249
9.9262,8.296,0.97,5.8486,4.936,0.03,525.646,-8e-06,0.006846509
9.9262,8.296,0.98,5.8486,4.936,0.02,530.301,-4e-06,0.005703703
9.9262,8.296,0.99,5.8486,4.936,0.01,535.021,-1e-06,0.00453968
9.9262,8.296,1.0,5.8486,4.936,0.0,539.774,0.0,0.003354368
5.8486,4.936,0.0,9.9262,8.296,1.0,539.774,0.003354368,0.0
5.8486,4.936,0.01,9.9262,8.296,0.99,535.021,0.00453968,-1e-06
5.8486,4.936,0.02,9.9262,8.296,0.98,530.301,0.005703703,-4e-06
5.8486,4.936,0.03,9.9262,8.296,0.97,525.646,0.006846509,-8e-06
5.8486,4.936,0.04,9.9262,8.296,0.96,521.081,0.007958249,-1.3e-05
5.8486,4.936,0.05,9.9262,8.296,0.95,516.629,0.009029115,-1.9e-05
5.8486,4.936,0.06,9.9262,8.296,0.94,512.307,0.010069136,-2.5e-05
5.8486,4.936,0.07,9.9262,8.296,0.93,508.13,0.011058627,-3e-05
5.8486,4.936,0.08,9.9262,8.296,0.92,504.103,0.012007619,-3.4001e-05
5.8486,4.936,0.09,9.9262,8.296,0.91,500.235,0.012906354,-3.7001e-05
5.8486,4.936,0.1,9.9262,8.296,0.9,496.525,0.013754965,-3.8001e-05
5.8486,4.936,0.11,9.9262,8.296,0.89,492.974,0.014553581,-3.7001e-05
5.8486,4.936,0.12,9.9262,8.296,0.88,489.58,0.01530232,-3.4001e-05
5.8486,4.936,0.13,9.9262,8.296,0.87,486.337,0.016011135,-2.7e-05
5.8486,4.936,0.14,9.9262,8.296,0.86,483.242,0.016670276,-1.7e-05
5.8486,4.936,0.15,9.9262,8.296,0.85,480.287,0.01727984,-3e-06
5.8486,4.936,0.16,9.9262,8.296,0.84,477.467,0.017839918,2e-05
5.8486,4.936,0.17,9.9262,8.296,0.83,474.774,0.018360411,3.9999e-05
5.8486,4.936,0.18,9.9262,8.296,0.82,472.202,0.018841381,6.9998e-05
5.8486,4.936,0.19,9.9262,8.296,0.81,469.745,0.019282884,9.9995e-05
5.8486,4.936,0.2,9.9262,8.296,0.8,467.395,0.019675168,0.00013999
5.8486,4.936,0.21,9.9262,8.296,0.79,465.147,0.020037894,0.000189982
5.8486,4.936,0.22,9.9262,8.296,0.78,462.994,0.020361295,0.000239971
5.8486,4.936,0.23,9.9262,8.296,0.77,460.931,0.020645409,0.000299955
5.8486,4.936,0.24,9.9262,8.296,0.76,458.952,0.020900064,0.000369932
5.8486,4.936,0.25,9.9262,8.296,0.75,457.054,0.021125282,0.000449899
5.8486,4.936,0.26,9.9262,8.296,0.74,455.23,0.021311293,0.00052986
5.8486,4.936,0.27,9.9262,8.296,0.73,453.476,0.021477694,0.000629802
5.8486,4.936,0.28,9.9262,8.296,0.72,451.789,0.021604924,0.000729734
5.8486,4.936,0.29,9.9262,8.296,0.71,450.165,0.021712567,0.000849639
5.8486,4.936,0.3,9.9262,8.296,0.7,448.599,0.021781061,0.00096953
5.8486,4.936,0.31,9.9262,8.296,0.69,447.09,0.021839767,0.001109384
5.8486,4.936,0.32,9.9262,8.296,0.68,445.633,0.021859334,0.001259207
5.8486,4.936,0.33,9.9262,8.296,0.67,444.226,0.021859334,0.001418993
5.8486,4.936,0.34,9.9262,8.296,0.66,442.865,0.021839767,0.001598721
5.8486,4.936,0.35,9.9262,8.296,0.65,441.55,0.021790846,0.0017884
5.8486,4.936,0.36,9.9262,8.296,0.64,440.277,0.021722352,0.001988023
5.8486,4.936,0.37,9.9262,8.296,0.63,439.044,0.021624496,0.002207562
5.8486,4.936,0.38,9.9262,8.296,0.62,437.849,0.021516843,0.002447004
5.8486,4.936,0.39,9.9262,8.296,0.61,436.69,0.021389603,0.002696362
5.8486,4.936,0.4,9.9262,8.296,0.6,435.565,0.021232976,0.002965598
5.8486,4.936,0.41,9.9262,8.296,0.59,434.474,0.021066534,0.00324473
5.8486,4.936,0.42,9.9262,8.296,0.58,433.413,0.020880478,0.003553678
5.8486,4.936,0.43,9.9262,8.296,0.57,432.383,0.020674796,0.003882454
5.8486,4.936,0.44,9.9262,8.296,0.56,431.38,0.020449477,0.004221079
5.8486,4.936,0.45,9.9262,8.296,0.55,430.405,0.020214307,0.004589452
5.8486,4.936,0.46,9.9262,8.296,0.54,429.456,0.019959478,0.004977591
5.8486,4.936,0.47,9.9262,8.296,0.53,428.532,0.019684973,0.005395419
5.8486,4.936,0.48,9.9262,8.296,0.52,427.631,0.019400586,0.005832955
5.8486,4.936,0.49,9.9262,8.296,0.51,426.753,0.019106306,0.006290175
5.8486,4.936,0.5,9.9262,8.296,0.5,425.897,0.018792313,0.006776984
5.8486,4.936,0.51,9.9262,8.296,0.49,425.061,0.018458587,0.007293339
5.8486,4.936,0.52,9.9262,8.296,0.48,424.246,0.01812475,0.007829271
5.8486,4.936,0.53,9.9262,8.296,0.47,423.45,0.017771153,0.008404582
5.8486,4.936,0.54,9.9262,8.296,0.46,422.672,0.017407605,0.009009294
5.8486,4.936,0.55,9.9262,8.296,0.45,421.912,0.017034093,0.009643353
5.8486,4.936,0.56,9.9262,8.296,0.44,421.169,0.016640771,0.010306703
5.8486,4.936,0.57,9.9262,8.296,0.43,420.442,0.016247295,0.011009176
5.8486,4.936,0.58,9.9262,8.296,0.42,419.731,0.015843821,0.011750689
5.8486,4.936,0.59,9.9262,8.296,0.41,419.036,0.015430338,0.012521281
5.8486,4.936,0.6,9.9262,8.296,0.4,418.355,0.015006832,0.013330749
5.8486,4.936,0.61,9.9262,8.296,0.39,417.688,0.014573292,0.01418886
5.8486,4.936,0.62,9.9262,8.296,0.38,417.035,0.014129704,0.015075787
5.8486,4.936,0.63,9.9262,8.296,0.37,416.395,0.013685919,0.016020976
5.8486,4.936,0.64,9.9262,8.296,0.36,415.767,0.013232069,0.016994767
5.8486,4.936,0.65,9.9262,8.296,0.35,415.152,0.012778012,0.018026541
5.8486,4.936,0.66,9.9262,8.296,0.34,414.548,0.012313872,0.019106306
5.8486,4.936,0.67,9.9262,8.296,0.33,413.956,0.011839634,0.020224107
5.8486,4.936,0.68,9.9262,8.296,0.32,413.375,0.011365171,0.021409179
5.8486,4.936,0.69,9.9262,8.296,0.31,412.805,0.010890483,0.02264173
5.8486,4.936,0.7,9.9262,8.296,0.3,412.245,0.010415569,0.023921584
5.8486,4.936,0.71,9.9262,8.296,0.29,411.694,0.00994043,0.025268057
5.8486,4.936,0.72,9.9262,8.296,0.28,411.154,0.009455159,0.026680879
5.8486,4.936,0.73,9.9262,8.296,0.27,410.622,0.008979563,0.028150043
5.8486,4.936,0.74,9.9262,8.296,0.26,410.1,0.008493825,0.029685008
5.8486,4.936,0.75,9.9262,8.296,0.25,409.586,0.008017772,0.031285466
5.8486,4.936,0.76,9.9262,8.296,0.24,409.081,0.007541491,0.0329511
5.8486,4.936,0.77,9.9262,8.296,0.23,408.583,0.007074914,0.034700899
5.8486,4.936,0.78,9.9262,8.296,0.22,408.094,0.006608118,0.036515133
5.8486,4.936,0.79,9.9262,8.296,0.21,407.612,0.006141105,0.038412694
5.8486,4.936,0.8,9.9262,8.296,0.2,407.137,0.005683816,0.040393103
5.8486,4.936,0.81,9.9262,8.296,0.19,406.67,0.005236267,0.042465443
5.8486,4.936,0.82,9.9262,8.296,0.18,406.209,0.004798469,0.044610011
5.8486,4.936,0.83,9.9262,8.296,0.17,405.755,0.004370436,0.04685496
5.8486,4.936,0.84,9.9262,8.296,0.16,405.307,0.00395218,0.049199604
5.8486,4.936,0.85,9.9262,8.296,0.15,404.866,0.003543714,0.051633736
5.8486,4.936,0.86,9.9262,8.296,0.14,404.43,0.003155018,0.054166164
5.8486,4.936,0.87,9.9262,8.296,0.13,404.0,0.002776143,0.056815022
5.8486,4.936,0.88,9.9262,8.296,0.12,403.576,0.002417077,0.059569948
5.8486,4.936,0.89,9.9262,8.296,0.11,403.157,0.002067861,0.062439445
5.8486,4.936,0.9,9.9262,8.296,0.1,402.743,0.001748471,0.065422505
5.8486,4.936,0.91,9.9262,8.296,0.09,402.334,0.00144895,0.068536767
5.8486,4.936,0.92,9.9262,8.296,0.08,401.929,0.001169316,0.071780981
5.8486,4.936,0.93,9.9262,8.296,0.07,401.529,0.000909586,0.075153854
5.8486,4.936,0.94,9.9262,8.296,0.06,401.134,0.000679769,0.078663295
5.8486,4.936,0.95,9.9262,8.296,0.05,400.742,0.00048988,0.082326252
5.8486,4.936,0.96,9.9262,8.296,0.04,400.355,0.000319949,0.086131824
5.8486,4.936,0.97,9.9262,8.296,0.03,399.971,0.000179984,0.090096613
5.8486,4.936,0.98,9.9262,8.296,0.02,399.59,7.9997e-05,0.094218675
5.8486,4.936,0.99,9.9262,8.296,0.01,399.213,2e-05,0.098514133
5.8486,4.936,1.0,9.9262,8.296,0.0,398.839,0.0,0.102989708
13.9726,11.536,0.0,7.1974,6.016,1.0,447.459,-0.094253538,0.0
13.9726,11.536,0.01,7.1974,6.016,0.99,447.873,-0.092584697,-9e-06
13.9726,11.536,0.02,7.1974,6.016,0.98,448.293,-0.090900019,-3.7001e-05
13.9726,11.536,0.03,7.1974,6.016,0.97,448.719,-0.089202867,-8.5004e-05
13.9726,11.536,0.04,7.1974,6.016,0.96,449.152,-0.087494403,-0.000152012
13.9726,11.536,0.05,7.1974,6.016,0.95,449.591,-0.085779046,-0.000240029
13.9726,11.536,0.06,7.1974,6.016,0.94,450.036,-0.084059012,-0.000349061
13.9726,11.536,0.07,7.1974,6.016,0.93,450.489,-0.082335417,-0.000480115
13.9726,11.536,0.08,7.1974,6.016,0.92,450.948,-0.08061262,-0.000631199
13.9726,11.536,0.09,7.1974,6.016,0.91,451.415,-0.078890622,-0.000805324
13.9726,11.536,0.1,7.1974,6.016,0.9,451.888,-0.077172664,-0.001001501
13.9726,11.536,0.11,7.1974,6.016,0.89,452.37,-0.075459809,-0.001219744
13.9726,11.536,0.12,7.1974,6.016,0.88,452.859,-0.073754189,-0.001460065
13.9726,11.536,0.13,7.1974,6.016,0.87,453.355,-0.072056846,-0.001723484
13.9726,11.536,0.14,7.1974,6.016,0.86,453.86,-0.070368818,-0.002009017
13.9726,11.536,0.15,7.1974,6.016,0.85,454.373,-0.068692202,-0.002317684
13.9726,11.536,0.16,7.1974,6.016,0.84,454.895,-0.067029087,-0.002649507
13.9726,11.536,0.17,7.1974,6.016,0.83,455.425,-0.06537834,-0.003003506
13.9726,11.536,0.18,7.1974,6.016,0.82,455.964,-0.063742038,-0.003380708
13.9726,11.536,0.19,7.1974,6.016,0.81,456.512,-0.062121179,-0.003780136
13.9726,11.536,0.2,7.1974,6.016,0.8,457.069,-0.060516753,-0.004201815
13.9726,11.536,0.21,7.1974,6.016,0.79,457.636,-0.058928686,-0.00464678
13.9726,11.536,0.22,7.1974,6.016,0.78,458.213,-0.057359022,-0.005114055
13.9726,11.536,0.23,7.1974,6.016,0.77,458.8,-0.055807679,-0.005604677
13.9726,11.536,0.24,7.1974,6.016,0.76,459.397,-0.054274576,-0.006116669
13.9726,11.536,0.25,7.1974,6.016,0.75,460.005,-0.05276174,-0.006651069
13.9726,11.536,0.26,7.1974,6.016,0.74,460.624,-0.051269084,-0.007207915
13.9726,11.536,0.27,7.1974,6.016,0.73,461.254,-0.049795469,-0.007787242
13.9726,11.536,0.28,7.1974,6.016,0.72,461.896,-0.048343964,-0.008387073
13.9726,11.536,0.29,7.1974,6.016,0.71,462.549,-0.046913426,-0.009010473
13.9726,11.536,0.3,7.1974,6.016,0.7,463.215,-0.04550377,-0.009654455
13.9726,11.536,0.31,7.1974,6.016,0.69,463.894,-0.044115955,-0.010320069
13.9726,11.536,0.32,7.1974,6.016,0.68,464.586,-0.042750937,-0.011006348
13.9726,11.536,0.33,7.1974,6.016,0.67,465.291,-0.041407583,-0.011715358
13.9726,11.536,0.34,7.1974,6.016,0.66,466.01,-0.040086848,-0.012444108
13.9726,11.536,0.35,7.1974,6.016,0.65,466.743,-0.038788647,-0.013194668
13.9726,11.536,0.36,7.1974,6.016,0.64,467.491,-0.037512892,-0.013965059
13.9726,11.536,0.37,7.1974,6.016,0.63,468.254,-0.036260539,-0.014757356
13.9726,11.536,0.38,7.1974,6.016,0.62,469.033,-0.035030465,-0.015569579
13.9726,11.536,0.39,7.1974,6.016,0.61,469.829,-0.033823624,-0.016401777
13.9726,11.536,0.4,7.1974,6.016,0.6,470.641,-0.032639934,-0.017255015
13.9726,11.536,0.41,7.1974,6.016,0.59,471.471,-0.031479315,-0.018127311
13.9726,11.536,0.42,7.1974,6.016,0.58,472.319,-0.030341689,-0.019019734
13.9726,11.536,0.43,7.1974,6.016,0.57,473.186,-0.029226977,-0.019933356
13.9726,11.536,0.44,7.1974,6.016,0.56,474.073,-0.028135106,-0.020865172
13.9726,11.536,0.45,7.1974,6.016,0.55,474.98,-0.027066002,-0.021817275
13.9726,11.536,0.46,7.1974,6.016,0.54,475.908,-0.026020619,-0.022788701
13.9726,11.536,0.47,7.1974,6.016,0.53,476.857,-0.024997859,-0.023779505
13.9726,11.536,0.48,7.1974,6.016,0.52,477.83,-0.023997654,-0.024789742
13.9726,11.536,0.49,7.1974,6.016,0.51,478.827,-0.023019937,-0.025818446
13.9726,11.536,0.5,7.1974,6.016,0.5,479.848,-0.022065666,-0.026866699
13.9726,11.536,0.51,7.1974,6.016,0.49,480.895,-0.021133753,-0.027934562
13.9726,11.536,0.52,7.1974,6.016,0.48,481.969,-0.020223116,-0.029021067
13.9726,11.536,0.53,7.1974,6.016,0.47,483.071,-0.019335736,-0.030126273
13.9726,11.536,0.54,7.1974,6.016,0.46,484.203,-0.018470535,-0.031251274
13.9726,11.536,0.55,7.1974,6.016,0.45,485.366,-0.017627455,-0.032394068
13.9726,11.536,0.56,7.1974,6.016,0.44,486.561,-0.01680644,-0.033556784
13.9726,11.536,0.57,7.1974,6.016,0.43,487.79,-0.016007438,-0.034737418
13.9726,11.536,0.58,7.1974,6.016,0.42,489.054,-0.015229381,-0.03593707
13.9726,11.536,0.59,7.1974,6.016,0.41,490.356,-0.014473234,-0.037155807
13.9726,11.536,0.6,7.1974,6.016,0.4,491.697,-0.013737935,-0.038393695
13.9726,11.536,0.61,7.1974,6.016,0.39,493.08,-0.013024451,-0.039650806
13.9726,11.536,0.62,7.1974,6.016,0.38,494.506,-0.012331724,-0.040927208
13.9726,11.536,0.63,7.1974,6.016,0.37,495.978,-0.011660723,-0.042222975
13.9726,11.536,0.64,7.1974,6.016,0.36,497.499,-0.011009381,-0.043537136
13.9726,11.536,0.65,7.1974,6.016,0.35,499.071,-0.010378673,-0.044871851
13.9726,11.536,0.66,7.1974,6.016,0.34,500.697,-0.009768557,-0.046226154
13.9726,11.536,0.67,7.1974,6.016,0.33,502.381,-0.009178998,-0.047600123
13.9726,11.536,0.68,7.1974,6.016,0.32,504.126,-0.008608951,-0.048994885
13.9726,11.536,0.69,7.1974,6.016,0.31,505.935,-0.00805939,-0.050410526
13.9726,11.536,0.7,7.1974,6.016,0.3,507.814,-0.007529274,-0.051846079
13.9726,11.536,0.71,7.1974,6.016,0.29,509.766,-0.007018573,-0.05330268
13.9726,11.536,0.72,7.1974,6.016,0.28,511.796,-0.006527256,-0.054781476
13.9726,11.536,0.73,7.1974,6.016,0.27,513.909,-0.006055296,-0.056282562
13.9726,11.536,0.74,7.1974,6.016,0.26,516.111,-0.00560166,-0.057806035
13.9726,11.536,0.75,7.1974,6.016,0.25,518.408,-0.005167328,-0.059351994
13.9726,11.536,0.76,7.1974,6.016,0.24,520.806,-0.004752274,-0.060921603
13.9726,11.536,0.77,7.1974,6.016,0.23,523.314,-0.004355471,-0.062516034
13.9726,11.536,0.78,7.1974,6.016,0.22,525.937,-0.003976897,-0.064135402
13.9726,11.536,0.79,7.1974,6.016,0.21,528.684,-0.003616532,-0.065779825
13.9726,11.536,0.8,7.1974,6.016,0.2,531.565,-0.003273352,-0.06745049
13.9726,11.536,0.81,7.1974,6.016,0.19,534.588,-0.002949345,-0.069148598
13.9726,11.536,0.82,7.1974,6.016,0.18,537.762,-0.002642488,-0.070874283
13.9726,11.536,0.83,7.1974,6.016,0.17,541.098,-0.002352766,-0.072629834
13.9726,11.536,0.84,7.1974,6.016,0.16,544.606,-0.002081164,-0.07441325
13.9726,11.536,0.85,7.1974,6.016,0.15,548.295,-0.001825666,-0.07622791
13.9726,11.536,0.86,7.1974,6.016,0.14,552.175,-0.001588261,-0.078072899
13.9726,11.536,0.87,7.1974,6.016,0.13,556.255,-0.001367935,-0.079949462
13.9726,11.536,0.88,7.1974,6.016,0.12,560.54,-0.001163677,-0.081857771
13.9726,11.536,0.89,7.1974,6.016,0.11,565.034,-0.000976477,-0.083796913
13.9726,11.536,0.9,7.1974,6.016,0.1,569.739,-0.000806325,-0.085765971
13.9726,11.536,0.91,7.1974,6.016,0.09,574.648,-0.000652213,-0.087765116
13.9726,11.536,0.92,7.1974,6.016,0.08,579.755,-0.000515133,-0.089793425
13.9726,11.536,0.93,7.1974,6.016,0.07,585.039,-0.000394078,-0.091845588
13.9726,11.536,0.94,7.1974,6.016,0.06,590.474,-0.000289042,-0.093920646
13.9726,11.536,0.95,7.1974,6.016,0.05,596.033,-0.00020102,-0.096013227
13.9726,11.536,0.96,7.1974,6.016,0.04,601.666,-0.000128008,-0.098120124
13.9726,11.536,0.97,7.1974,6.016,0.03,607.325,-7.2003e-05,-0.100234786
13.9726,11.536,0.98,7.1974,6.016,0.02,612.953,-3.2001e-05,-0.102351713
13.9726,11.536,0.99,7.1974,6.016,0.01,618.433,-8e-06,-0.10445981
13.9726,11.536,1.0,7.1974,6.016,0.0,623.518,0.0,-0.106534538
7.1974,6.016,0.0,13.9726,11.536,1.0,623.518,-0.106534538,0.0
7.1974,6.016,0.01,13.9726,11.536,0.99,618.433,-0.10445981,-8e-06
7.1974,6.016,0.02,13.9726,11.536,0.98,612.953,-0.102351713,-3.2001e-05
7.1974,6.016,0.03,13.9726,11.536,0.97,607.325,-0.100234786,-7.2003e-05
7.1974,6.016,0.04,13.9726,11.536,0.96,601.666,-0.098120124,-0.000128008
7.1974,6.016,0.05,13.9726,11.536,0.95,596.033,-0.096013227,-0.00020102
7.1974,6.016,0.06,13.9726,11.536,0.94,590.474,-0.093920646,-0.000289042
7.1974,6.016,0.07,13.9726,11.536,0.93,585.039,-0.091845588,-0.000394078
7.1974,6.016,0.08,13.9726,11.536,0.92,579.755,-0.089793425,-0.000515133
7.1974,6.016,0.09,13.9726,11.536,0.91,574.648,-0.087765116,-0.000652213
7.1974,6.016,0.1,13.9726,11.536,0.9,569.739,-0.085765971,-0.000806325
7.1974,6.016,0.11,13.9726,11.536,0.89,565.034,-0.083796913,-0.000976477
7.1974,6.016,0.12,13.9726,11.536,0.88,560.54,-0.081857771,-0.001163677
7.1974,6.016,0.13,13.9726,11.536,0.87,556.255,-0.079949462,-0.001367935
7.1974,6.016,0.14,13.9726,11.536,0.86,552.175,-0.078072899,-0.001588261
7.1974,6.016,0.15,13.9726,11.536,0.85,548.295,-0.07622791,-0.001825666
7.1974,6.016,0.16,13.9726,11.536,0.84,544.606,-0.07441325,-0.002081164
7.1974,6.016,0.17,13.9726,11.536,0.83,541.098,-0.072629834,-0.002352766
7.1974,6.016,0.18,13.9726,11.536,0.82,537.762,-0.070874283,-0.002642488
7.1974,6.016,0.19,13.9726,11.536,0.81,534.588,-0.069148598,-0.002949345
7.1974,6.016,0.2,13.9726,11.536,0.8,531.565,-0.06745049,-0.003273352
